Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Contido,Quantidade Produção - Minério ROM (t),Quantidade Contido,Indicação Contido,Quantidade Venda (t),Valor Venda (R$),Quantidade Transformação / Consumo / Utilização (t),Valor Transformação / Consumo / Utilização nesta mina (R$),Quantidade Transferência para Transformação / Utilização / Consumo (t),Valor Transferência para Transformação / Utilização / Consumo (R$)
2010.0,MT,Não-Metálicos,Calcário,-,"5326083,860000",",000000000000000",,73671,"1416964,95",",000000",",000000",",000000",",000000"
2010.0,MT,Não-Metálicos,Argilas,-,"657582,900000",",000000000000000",,"27455,849999999999","2291343,0799999996","54929,000000","1968391,600000","359882,330000","3386246,840000"
2010.0,MT,Não-Metálicos,Dolomito e Magnesita,-,"774910,860000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Metálicos,Alumínio (Bauxita),t,"39015837,150000","18964226,220000000000000",Al2O3,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"200624,900000",",000000000000000",,20356,"240906,65000000002",",000000",",000000","46587,000000","14157,000000"
2010.0,PA,Não-Metálicos,Caulim,-,"5393439,990000",",000000000000000",,"174585,70999999999",10013388,",000000",",000000",",000000",",000000"
2010.0,PA,Gemas e Diamantes,Gemas,kg,"226,190000","180952,000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Metálicos,Manganês,t,"3198243,000000","1117561,980000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Metálicos,Cobre,t,"17680636,000000","149167,000000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Não-Metálicos,Saibro,-,"387270,000000",",000000000000000",,389520,"803239,17999999993",",000000",",000000",",000000",",000000"
2010.0,PA,Metálicos,Tungstênio,t,"423587,370000","173,000000000000000",WO3,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Não-Metálicos,Areia,-,"357534,000000",",000000000000000",,341327,"1740718,6499999999","6124,000000",",120000","10083,000000","48801,720000"
2010.0,PA,Não-Metálicos,Argilas,-,"685745,470000",",000000000000000",,"297827,01000000001","1969033,8500000001",",000000",",000000","376738,460000","2519889,670000"
2010.0,PA,Metálicos,Ouro,kg,"17865436,000000","8469,785370000000000",Au,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Metálicos,Ferro,t,"111349147,700000","74069139,990000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Metálicos,Níquel,t,"1259172,000000","24704,950000000000000",Ni,0,0,",000000",",000000",",000000",",000000"
2010.0,PA,Não-Metálicos,Calcário,-,"1660579,420000",",000000000000000",,"1577917,03","25175395,34",",000000",",000000",",000000",",000000"
2010.0,PA,Não-Metálicos,Areias Industriais,-,"36605,240000",",000000000000000",,"8226,2399999999998","69860,039999999994",",000000",",000000",",000000",",000000"
2010.0,PB,Não-Metálicos,Caulim,-,"1581,000000",",000000000000000",,1581,39525,",000000",",000000",",000000",",000000"
2010.0,PB,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"865557,880000",",000000000000000",,"91454,580000000002","1395790,75",",000000",",000000","68518,100000","1211888,950000"
2010.0,PB,Metálicos,Titânio,t,"300000,000000","45702,830000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2010.0,PB,Não-Metálicos,Calcário,-,"2952876,460000",",000000000000000",,38408,807146,",000000",",000000","87,460000","2644,800000"
2010.0,PB,Não-Metálicos,Argilas,-,"1028355,540000",",000000000000000",,"461362,35999999999","4486269,5300000003",",000000",",000000","39849,180000","64556,700000"
2010.0,PB,Metálicos,Zircônio,t,"12413932,000000","14183,130000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2010.0,PB,Não-Metálicos,Rochas Ornamentais,-,"22650,680000",",000000000000000",,"18288,25","4260716,0999999996","4971,310000",",120000",",000000",",000000"
2010.0,PB,Não-Metálicos,Saibro,-,"16357,000000",",000000000000000",,16357,68639,",000000",",000000",",000000",",000000"
2010.0,PB,Não-Metálicos,Areias Industriais,-,"12500353,580000",",000000000000000",,"28572,580000000002","375571,33999999997",",000000",",000000","55520,000000","402500,000000"
2010.0,PB,Não-Metálicos,Dolomito e Magnesita,-,"4154,350000",",000000000000000",,0,0,",000000",",000000","4154,350000","125628,000000"
2010.0,PB,Não-Metálicos,Mica,-,"3743,620000",",000000000000000",,"3579,3000000000002","950992,5",",000000",",000000","164,320000","73662,000000"
2010.0,PB,Não-Metálicos,Areia,-,"666936,890000",",000000000000000",,"653924,89000000013","3445276,6100000003",",000000",",000000","4460,000000","7403,600000"
2010.0,PB,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"15114,490000",",000000000000000",,"13169,49","597371,41999999993",",000000",",000000",",000000",",000000"
2010.0,PE,Não-Metálicos,Gipsita,-,"2448821,020000",",000000000000000",,"1529257,73","23930286,369999997",",000000",",000000","40770,720000","492166,400000"
2010.0,PE,Não-Metálicos,Argilas,-,"1580271,010000",",000000000000000",,"1094696,9099999999","4890306,4900000002","61034,430000","313796,910000","14208,850000","17761,070000"
2010.0,PE,Não-Metálicos,Areia,-,"648577,110000",",000000000000000",,"609453,63","3080103,4899999998",",000000",",000000","38646,080000","194843,280000"
2010.0,PE,Metálicos,Titânio,t,",000000",",000000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2010.0,PE,Não-Metálicos,Areias Industriais,-,"193823,050000",",000000000000000",,"22678,669999999998","54575,019999999997",",000000",",000000",",000000",",000000"
2010.0,PE,Não-Metálicos,Calcário,-,"778768,220000",",000000000000000",,"674801,57999999996","13328085,289999999",",000000",",000000","10900,560000","98113,440000"
2010.0,PE,Não-Metálicos,Saibro,-,"1432937,630000",",000000000000000",,"1072,5","2080,6500000000001",",000000",",000000","1431865,130000","1928667,940000"
2010.0,PE,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"5265894,100000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PE,Não-Metálicos,Rochas Ornamentais,-,"45274,700000",",000000000000000",,"22746,370000000003","7242090,8399999999",",000000",",000000",",000000",",000000"
2010.0,PE,Não-Metálicos,Dolomito e Magnesita,-,"423,430000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PE,Não-Metálicos,Vermiculita e Perlita,t,"8094,000000","2352,750000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PI,Gemas e Diamantes,Diamante,ct,"991,840000","550,510000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PI,Não-Metálicos,Areia,-,"274874,450000",",000000000000000",,"258022,54000000001","1646321,9100000001",",000000",",000000","6132,330000","58914,850000"
2010.0,PI,Não-Metálicos,Saibro,-,"10677,830000",",000000000000000",,"10677,83","374838,08000000002",",000000",",000000",",000000",",000000"
2010.0,PI,Não-Metálicos,Calcário,-,"1105419,490000",",000000000000000",,428,8426,",000000",",000000","5087,000000","104408,600000"
2010.0,PI,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"646975,980000",",000000000000000",,"112031,53999999999","2783944,25","5466,950000","132078,030000","19357,930000","483948,250000"
2010.0,PI,Gemas e Diamantes,Gemas,kg,"1154,000000","15,600000000000000",,"4,0000000000000001E-2",70020,",000000",",000000",",000000",",000000"
2010.0,PI,Não-Metálicos,Rochas Ornamentais,-,"7960,650000",",000000000000000",,"1181,0899999999999","548618,04999999993",",000000",",000000",",000000",",000000"
2010.0,PI,Não-Metálicos,Argilas,-,"336653,080000",",000000000000000",,"156792,56","1023626,55","18323,010000","99310,580000","158241,630000","1401293,090000"
2010.0,PR,Não-Metálicos,Caulim,-,"106203,350000",",000000000000000",,"92158,220000000001","4086786,3599999999",",000000",",000000","10532,750000","174624,870000"
2010.0,PR,Não-Metálicos,Rochas Ornamentais - Outras,-,"15141,930000",",000000000000000",,"13158,5","644999,42000000004",",000000",",000000","550,000000","76750,000000"
2010.0,PR,Não-Metálicos,Rochas Ornamentais,-,"7503,935000",",000000000000000",,1835,"189375,37",",000000",",000000","3147,835000","642302,593000"
2010.0,PR,Energéticos,Carvão Mineral,-,"293328,500000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PR,Não-Metálicos,Dolomito e Magnesita,-,"2834055,800000",",000000000000000",,"592487,18999999994","1973032,4399999999","850758,600000","2037138,950000","657567,000000","1517476,770000"
2010.0,PR,Não-Metálicos,Areia,-,"4721511,520000",",000000000000000",,"2935690,7799999998","50735036,449999988",",000000",",000000","2322,000000","13938,000000"
2010.0,PR,Metálicos,Chumbo,t,",000000",",000000000000000",Pb,0,0,",000000",",000000",",000000",",000000"
2010.0,PR,Não-Metálicos,Calcário,-,"12438257,240000",",000000000000000",,"804853,58999999997","4883567,7599999998","26175,600000","432218,100000","195181,000000","691595,290000"
2010.0,PR,Gemas e Diamantes,Diamante,ct,"17500,000000","312,380000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PR,Gemas e Diamantes,Gemas,kg,"8170,600000","8170600,000000000000000",,0,0,",000000",",000000","8170,600000","81898,000000"
2010.0,PR,Não-Metálicos,Fluorita e Criolita,t,"20385,690000","9163,370000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,PR,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"10619077,625000",",000000000000000",,"307763,20000000001","4021120,3300000005","4175,000000","68804,000000","534983,865000","2474339,347000"
2010.0,PR,Metálicos,Ouro,kg,"96402,310000","472,818460000000000",Au,0,0,",000000",",000000",",000000",",000000"
2010.0,PR,Não-Metálicos,Saibro,-,"1122919,520000",",000000000000000",,"1109729,48","12400658,890000001","2700,000000","8500,000000","490,000000","4410,000000"
2010.0,PR,Não-Metálicos,Areias Industriais,-,"36777,900000",",000000000000000",,"26593,879999999997","622666,42000000004","2540,000000","10160,000000","1401,200000","11024,520000"
2010.0,PR,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"94752,000000",",000000000000000",,0,"24716,25",",000000",",000000","901,000000","122149,950000"
2010.0,PR,Não-Metálicos,Argilas,-,"1222520,530000",",000000000000000",,"289674,65999999997","3306310,4200000004","94968,000000","435851,520000","810999,250000","4204875,670000"
2010.0,PR,Não-Metálicos,Talco e outras Cargas Minerais,-,"643597,020000",",000000000000000",,"346414,83999999997","12051625,350000001",",000000",",000000","263228,810000","683543,370000"
2010.0,RJ,Não-Metálicos,Areia,-,"9912954,110000",",000000000000000",,"9719206,7300000004","70950063,590000004",",000000",",000000",",000000",",000000"
2010.0,RJ,Não-Metálicos,Calcário,-,"4199257,020000",",000000000000000",,"198369,30000000002","1270630,6399999999",",000000",",000000",",000000",",000000"
2010.0,RJ,Não-Metálicos,Argilas,-,"1943860,160000",",000000000000000",,"264424,85999999999","563159,51000000001",",000000",",000000","1505877,420000","3791464,410000"
2010.0,RJ,Não-Metálicos,Dolomito e Magnesita,-,"40,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RJ,Não-Metálicos,Fluorita e Criolita,t,"27427,500000","13713,000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RJ,Metálicos,Zircônio,t,"135017,000000","1343,000000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2010.0,RJ,Metálicos,Titânio,t,"270034,000000","6127,000000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2010.0,RJ,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"17637134,640000",",000000000000000",,0,0,",000000",",000000","181700,000000","181700,000000"
2010.0,RJ,Não-Metálicos,Saibro,-,"2755029,190000",",000000000000000",,"2755184,2899999996","8010933,1799999988",",000000",",000000",",000000",",000000"
2010.0,RJ,Não-Metálicos,Rochas Ornamentais - Outras,-,"64599,270000",",000000000000000",,"64599,270000000004","1514294,8199999998",",000000",",000000",",000000",",000000"
2010.0,RJ,Metálicos,Monazita e Terras-Raras,t,"135017,000000","249,000000000000000",ETR,0,0,",000000",",000000",",000000",",000000"
2010.0,RJ,Não-Metálicos,Rochas Ornamentais,-,"39410,450000",",000000000000000",,"37869,090000000004","801398,24999999988",",000000",",000000",",000000",",000000"
2010.0,RJ,Não-Metálicos,Areias Industriais,-,"648864,350000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"593190,200000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Calcário,-,"466307,440000",",000000000000000",,"208313,41999999998","3738068,4900000002",",000000",",000000",",000000",",000000"
2010.0,RN,Metálicos,Tântalo,t,"192,000000","1,370000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Rochas Ornamentais,-,"24863,600000",",000000000000000",,"20217,150000000001","7995161,7400000002",",000000",",000000",",000000",",000000"
2010.0,RN,Metálicos,Ferro,t,"29330,760000","9600,000000000000000",Fe,"24330,759999999998","1225552,3999999999",",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Saibro,-,"92700,000000",",000000000000000",,0,0,",000000",",000000","92700,000000","153882,000000"
2010.0,RN,Não-Metálicos,Caulim,-,"178691,640000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Diatomita,-,"390,000000",",000000000000000",,220,33000,",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Argilas,-,"301429,580000",",000000000000000",,267100,1290100,"8000,000000","40000,000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Areia,-,"163469,870000",",000000000000000",,"156969,87","973295,29000000004",",000000",",000000","6500,000000","8970,000000"
2010.0,RN,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2010.0,RN,Metálicos,Tungstênio,t,"33486,080000","280,740000000000000",WO3,0,0,",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"7592,800000",",000000000000000",,"39,700000000000003","1786,5",",000000",",000000",",000000",",000000"
2010.0,RN,Não-Metálicos,Talco e outras Cargas Minerais,-,"20003,000000",",000000000000000",,20003,301045,",000000",",000000",",000000",",000000"
2010.0,RO,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2010.0,RO,Não-Metálicos,Caulim,-,"101794,440000",",000000000000000",,0,0,",000000",",000000","129307,490000","2159280,520000"
2010.0,RO,Não-Metálicos,Calcário,-,"17610,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RO,Não-Metálicos,Areia,-,"510591,990000",",000000000000000",,"481774,40999999997","11625028,76",",000000",",000000",",000000",",000000"
2010.0,RO,Não-Metálicos,Argilas,-,"403828,570000",",000000000000000",,"62310,690000000002","569538,38",",000000",",000000","256214,840000","2282286,890000"
2010.0,RO,Metálicos,Manganês,t,"118400,000000","15000,000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2010.0,RO,Metálicos,Nióbio,t,"506994,080000","231,616500000000000",Nb2O5,0,0,",000000",",000000",",000000",",000000"
2010.0,RO,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1451784,480000",",000000000000000",,"111007,28","1227027,2",",000000",",000000",",000000",",000000"
2010.0,RO,Metálicos,Estanho,kg,"11001511,420000","6327329,300000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2010.0,RO,Metálicos,Tântalo,t,"137834,000000","10,000000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2010.0,RO,Gemas e Diamantes,Gemas,kg,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RO,Não-Metálicos,Rochas Ornamentais,-,"11390,180000",",000000000000000",,"9141,0699999999997","2699712,1500000004",",000000",",000000",",000000",",000000"
2010.0,RR,Não-Metálicos,Argilas,-,"34500,000000",",000000000000000",,34500,232504,",000000",",000000",",000000",",000000"
2010.0,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"118102,510000",",000000000000000",,"6416,3999999999996",144684,",000000",",000000",",000000",",000000"
2010.0,RR,Não-Metálicos,Areia,-,"72038,850000",",000000000000000",,"72038,850000000006","523879,5",",000000",",000000",",000000",",000000"
2010.0,RS,Não-Metálicos,"Geodos, Ágatas, Calcedônia, etc",t,"6480,000000","6480,000000000000000",,6360,36853500,",000000",",000000",",000000",",000000"
2010.0,RS,Não-Metálicos,Argilas,-,"2252817,120000",",000000000000000",,"399257,39000000001","1073394,97","998056,830000","2527306,810000","846020,050000","2738848,990000"
2010.0,RS,Não-Metálicos,Rochas Ornamentais,-,"4639,700000",",000000000000000",,"4263,1999999999998","1324941,72",",000000",",000000","448,000000","57388,830000"
2010.0,RS,Não-Metálicos,Saibro,-,"2172578,380000",",000000000000000",,"1376212,25","10023994,879999999","83170,850000","462942,200000","712559,580000","2881314,780000"
2010.0,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"15275233,920000",",000000000000000",,"96123,300000000003","367190,28000000003",",000000",",000000","172460,360000","959354,140000"
2010.0,RS,Não-Metálicos,Areias Industriais,-,"98842,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RS,Não-Metálicos,Rochas Ornamentais - Outras,-,"444600,120000",",000000000000000",,"426186,53999999992","14719862,869999999",",000000",",000000","17932,000000","71290,000000"
2010.0,RS,Energéticos,Carvão Mineral,-,"4801131,410000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,RS,Não-Metálicos,Caulim,-,"312047,720000",",000000000000000",,"243605,16999999998","7220536,8900000006",",000000",",000000","23268,410000","239446,730000"
2010.0,RS,Não-Metálicos,Calcário,-,"3062655,300000",",000000000000000",,"33102,620000000003",1122372,",000000",",000000",",000000",",000000"
2010.0,RS,Não-Metálicos,Areia,-,"12773262,750000",",000000000000000",,"11329306,080000002","78319640,419999987","3841,500000","19207,500000","1423623,720000","758900,200000"
2010.0,SC,Energéticos,Turfa,-,"181132,000000",",000000000000000",,14610,"764326,59999999998",",000000",",000000",",000000",",000000"
2010.0,SC,Energéticos,Carvão Mineral,-,"6746208,720000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2010.0,SC,Metálicos,Alumínio (Bauxita),t,"80222,480000","42363,220000000000000",Al2O3,"10646,66","212933,20000000001",",000000",",000000",",000000",",000000"
2010.0,SC,Não-Metálicos,Rochas Ornamentais,-,"5585,970000",",000000000000000",,"5178,5799999999999","812144,26000000001","180,000000","13115,000000","217,400000","34321,450000"
2010.0,SC,Não-Metálicos,Rochas Ornamentais - Outras,-,"15437,990000",",000000000000000",,"15437,99","670613,79000000004",",000000",",000000",",000000",",000000"
2010.0,SC,Não-Metálicos,Caulim,-,"294230,170000",",000000000000000",,"175994,81","5663068,2699999996","1160,550000","7214,600000","108143,230000","1020951,000000"
2010.0,SC,Não-Metálicos,Areias Industriais,-,"973270,880000",",000000000000000",,"7615,8999999999996","132222,69",",000000",",000000","23891,470000","182591,340000"
2010.0,SC,Não-Metálicos,Saibro,-,"2611952,610000",",010000000000000",,"1965467,28","9701807,9000000022","327945,980000","987898,110000","149701,000000","637770,000000"
2010.0,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"105557,650000",",000000000000000",,2807,98976,",000000",",000000",",000000",",000000"
