Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Produção,Unidade de Medida - Contido,Indicação Contido,Unidade de Medida - Venda,Unidade de Medida - Consumo/Utilização na Usina,Unidade de Medida - Transferência para Transformação / Utilização / Consumo,Quantidade Produção,Quantidade Contido,Quantidade Venda,Valor Venda (R$),Quantidade Consumo/Utilização na Usina,Valor Consumo / Utilização na Usina (R$),Quantidade Transferência para Transformação / Utilização / Consumo,Valor Transferência para Transformação / Utilização / Consumo (R$)
2012.0,PB,Não-Metálicos,Argilas,t,-,,t,t,t,"408898,70000000001",",000000000000000","346724,70000000001","100004824,62",0,0,63460,285823
2012.0,PB,Não-Metálicos,Calcário,t,-,,t,t,t,2721670,",000000000000000","22165,150000000001","3420638,23",0,0,2699319,"20914652,869999997"
2012.0,PB,Não-Metálicos,Cianita e outros minerais refratários,t,-,,t,t,t,"1297,3599999999999",",000000000000000",889,"618393,89000000001",0,0,0,0
2012.0,PB,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"59122,470000000001",",000000000000000","59122,470000000001","1975787,0900000001",0,0,0,0
2012.0,PB,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"948777,60999999999",",000000000000000","884559,96999999997","21550707,039999995",0,0,"86534,419999999998","2010367,1399999999"
2012.0,PB,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"9171,7899999999991",",000000000000000","8518,1000000000004","8744526,4800000004","634,24000000000001","331977,5",0,0
2012.0,PB,Não-Metálicos,Vermiculita e Perlita,t,t,,t,t,t,6778,"6778,000000000000000",6778,1962505,0,0,0,0
2012.0,PE,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"153325,53",",000000000000000",10976,218420,"16672,630000000001","3874793,2000000002","120257,33","1571192,3100000001"
2012.0,PE,Não-Metálicos,Argilas,t,-,,t,t,t,"537826,22999999998",",000000000000000","17462,75","3031054,8399999999",0,0,"520363,47999999998","3378269,1399999997"
2012.0,PE,Não-Metálicos,Calcário,t,-,,t,t,t,"688722,17000000004",",000000000000000","74748,989999999991","14001949,460000001",0,0,"613973,18000000005","18207444,960000001"
2012.0,PE,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"366,73000000000002",",000000000000000","366,73000000000002","43828,099999999999",0,0,0,0
2012.0,PE,Não-Metálicos,Gipsita,t,-,,t,t,t,"1299348,6499999999",",000000000000000","928820,04000000004","26844283,890000001",0,0,"242643,54000000001","16408409,91"
2012.0,PE,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"8396170,8699999992",",000000000000000","7646952,4199999999","190216666,55000007",0,0,"7098,1000000000004","123995,07000000001"
2012.0,PE,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2012.0,PE,Não-Metálicos,Vermiculita e Perlita,t,t,,t,t,t,3902,"3212,120000000000000",1414,"1827997,3999999999",0,0,0,0
2012.0,PI,Não-Metálicos,Argilas,t,-,,t,t,t,"96226,729999999981",",000000000000000",0,0,"96226,729999999981","1194075,8300000001",0,0
2012.0,PI,Não-Metálicos,Calcário,t,-,,t,t,t,"190472,92999999999",",000000000000000","149317,01000000001","8156925,1800000006","21155,919999999998","834193,83999999997",0,0
2012.0,PI,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"210904,07999999999",",000000000000000",201586,"10098665,539999999","9318,0799999999999","440214,15999999997",0,0
2012.0,PI,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"611540,72999999998",",000000000000000","531421,42999999993","22927222,280000001","39665,009999999995","1843587,8899999999","3822,1300000000001","157575,29999999999"
2012.0,PI,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"2805,77",",000000000000000","2155,9699999999998","1632978,3500000001",0,0,0,0
2012.0,PR,Energéticos,Carvão Mineral,t,-,,t,t,t,"97416,839999999997",",000000000000000","97404,839999999997","26023802,57",0,0,0,0
2012.0,PR,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"437,67403000000002","437,630240000000000",445,"46705632,270000003",0,0,0,0
2012.0,PR,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"83,773350000000008","83,764970000000000",0,0,"6,8073800000000002","0,01",0,0
2012.0,PR,Não-Metálicos,Areia,t,-,,t,t,t,"1902982,5000000002",",000000000000000","1900936,9800000002","23060398,359999999",0,0,0,0
2012.0,PR,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"6359,3400000000001",",000000000000000","4308,3400000000001","175799,38",0,0,2051,82040
2012.0,PR,Não-Metálicos,Argilas,t,-,,t,t,t,"3029269,1000000001",",000000000000000","4371132,5999999996","1048377,7",0,0,0,0
2012.0,PR,Não-Metálicos,Calcário,t,-,,t,t,t,"11596516,415999999",",000000000000000","2872678,7460000003","71555573,205999985","108102,53999999999",354640,"8615187,7199999988","62319152,590000004"
2012.0,PR,Não-Metálicos,Caulim,t,-,,t,t,t,62,",000000000000000",0,0,0,0,62,1240
2012.0,PR,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"504088,98999999999",",000000000000000","479070,09999999998","5580441,3600000003",0,0,"64767,150000000001","217301,45000000001"
2012.0,PR,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,117609,",000000000000000",0,0,0,0,"117606,56","3403420,54"
2012.0,PR,Não-Metálicos,Fluorita e Criolita,t,t,,t,t,t,"11972,900000000001","10133,200000000000000","11812,700000000001","8839705,0800000001",0,0,0,0
2012.0,PR,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"12454899,514",",000000000000000","11603524,564000001","233364295,03400001","324033,06","3557090,7000000007","215884,45999999999","2485558,79"
2012.0,PR,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"6008,3799999999992",",000000000000000","4617,3799999999992","1216464,74",0,0,"4274,6000000000004","647271,76000000001"
2012.0,PR,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"53638,860000000001",",000000000000000","46908,830000000002","7141569,1000000006",0,0,6526,330904
2012.0,RJ,Metálicos,Monazita e Terras-Raras,t,t,ETR,t,t,t,205,"205,000000000000000",2700,2096184,0,0,0,0
2012.0,RJ,Metálicos,Titânio,t,t,TiO2,t,t,t,3343,"3343,000000000000000",12220,"3772942,8199999998",0,0,0,0
2012.0,RJ,Metálicos,Zircônio,t,t,ZrSiO4,t,t,t,668,"668,000000000000000",848,"1688351,9299999999",0,0,0,0
2012.0,RJ,Não-Metálicos,Areia,t,-,,t,t,t,"73825,76999999999",",000000000000000","73826,76999999999","2329138,6000000001",0,0,0,0
2012.0,RJ,Não-Metálicos,Areias Industriais,t,-,,t,t,t,151789,",000000000000000","162803,84","6264708,2000000002",0,0,0,0
2012.0,RJ,Não-Metálicos,Argilas,t,-,,t,t,t,"70850,869999999995",",000000000000000",0,0,0,0,"70850,869999999995","382502,84999999998"
2012.0,RJ,Não-Metálicos,Calcário,t,-,,t,t,t,"2881925,3600000003",",000000000000000","16858,09","4030706,3900000001",0,0,"2861284,1100000003","23178868,289999999"
2012.0,RJ,Não-Metálicos,Fluorita e Criolita,t,t,,t,t,t,12175,"9500,000000000000000",11928,"7630410,2000000002",0,0,0,0
2012.0,RJ,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"25394687,209999997",",000000000000000","24511887,470000006","787734466,52999985","85569,899999999994",1645575,"293316,98999999999","8714424,2100000009"
2012.0,RJ,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"20142,639999999999",",000000000000000","22925,360000000001","29776559,640000001",0,0,0,0
2012.0,RN,Metálicos,Ferro,t,t,Fe,t,t,t,"41071,459999999999","24232,160000000000000","81175,770000000004","6103797,4699999997",0,0,0,0
2012.0,RN,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"33,301300000000005","33,301000000000000","33,301300000000005","3554554,98",0,0,0,0
2012.0,RN,Metálicos,Tântalo,t,t,Ta2O5,t,t,t,"7,5","7,500000000000000","7,5","529670,73999999999",0,0,0,0
2012.0,RN,Metálicos,Tungstênio,t,t,WO3,t,t,t,"502,33000000000004","384,770000000000000","524,57999999999993","19293179,93",0,0,0,0
2012.0,RN,Não-Metálicos,Argilas,t,-,,t,t,t,"16448,82",",000000000000000",0,0,"16448,82","11514,18",0,0
2012.0,RN,Não-Metálicos,Calcário,t,-,,t,t,t,"158248,91999999998",",000000000000000","82439,160000000003","4722404,04","75809,759999999995","2132528,5499999998",0,0
2012.0,RN,Não-Metálicos,Caulim,t,-,,t,t,t,"43754,389999999999",",000000000000000","43754,389999999999","7989069,0999999996",0,0,0,0
2012.0,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,4726,",000000000000000",4703,466680,0,0,0,0
2012.0,RN,Não-Metálicos,Minerais Industriais (Outros),t,t,,t,t,t,"1,1399999999999999",",001000000000000","1,1399999999999999","251882,51999999999",0,0,0,0
2012.0,RN,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"1090140,5700000001",",000000000000000","914180,04999999993","32739908,57","19236,049999999999","19236,049999999999","59562,68","1189670,96"
2012.0,RO,Gemas e Diamantes,Gemas,kg,kg,,kg,kg,kg,2200,"2200,000000000000000",2200,500000,0,0,0,0
2012.0,RO,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,"13524604,379999999","8767582,680000000000000","10603517,85","199825870,02000004",0,0,"2427255,54","50914804,630000003"
2012.0,RO,Metálicos,Manganês,t,t,Mn,t,t,t,"45498,260000000002","13914,140000000000000",39700,"5884869,4199999999",0,0,"4008,2800000000002",601242
2012.0,RO,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,"9731,2199999999757","496,781000000000000","9408,8800000000047","37226104,399999999",0,0,0,0
2012.0,RO,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"665,48019000000295","664,789610000000000","665,43619000000285","62602504,589999996",0,0,0,0
2012.0,RO,Metálicos,Tântalo,t,t,Ta2O5,t,t,t,"7480,4799999999814","314,774000000000000","7363,2600000000093","28402224,620000001",0,0,0,0
2012.0,RO,Não-Metálicos,Areia,t,-,,t,t,t,19618,",000000000000000","20032,32",488606,0,0,0,0
2012.0,RO,Não-Metálicos,Calcário,t,-,,t,t,t,17000,",000000000000000",17000,700000,0,0,0,0
2012.0,RO,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"928798,97999999998",",000000000000000","882003,51000000001","50309112,209999993","63319,610000000001","766875,26000000001",0,0
2012.0,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"144275,16999999998",",000000000000000","144275,16999999998","6237714,2400000002",0,0,0,0
2012.0,RR,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,1200,",000000000000000",1200,207000,0,0,0,0
2012.0,RS,Energéticos,Carvão Mineral,t,-,,t,t,t,"4017826,8300000001",",000000000000000","4744301,6600000001","292559578,11000007",0,0,0,0
2012.0,RS,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"62853,160000000003",",000000000000000","62853,160000000003","3695079,8399999999",0,0,0,0
2012.0,RS,Não-Metálicos,Argilas,t,-,,t,t,t,"16056,049999999999",",000000000000000","16056,049999999999","714997,55000000005",0,0,0,0
2012.0,RS,Não-Metálicos,Calcário,t,-,,t,t,t,"4069228,3800000008",",000000000000000","2205422,1400000001","88293988,459999993",3652,"34568,980000000003","1856740,5300000003","38759479,509999998"
2012.0,RS,Não-Metálicos,Caulim,t,-,,t,t,t,"14830,18",",000000000000000","14830,18","3153481,8500000001",0,0,0,0
2012.0,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"18890869,560000006",",000000000000000","14987278,029999999","289978999,04000002","1276044,28","14920727,32","2521558,6000000001","18776926,659999996"
2012.0,SC,Energéticos,Carvão Mineral,t,-,,t,t,t,"2535103,5200000005",",000000000000000","2612576,4900000002","500914620,41000009",0,0,0,0
2012.0,SC,Energéticos,Turfa,t,-,,t,t,t,"142159,82000000001",",000000000000000","65997,630000000005","2659940,75","124405,77","828281,92000000004","34345,260000000002","1744892,3200000001"
2012.0,SC,Metálicos,Alumínio (Bauxita),t,t,Al2O3,t,t,t,"93951,550000000003","50734,490000000000000","33672,830000000002","4792025,4100000001",0,0,"41964,479999999996","1426426,3599999999"
2012.0,SC,Não-Metálicos,Areia,t,-,,t,t,t,159585,",000000000000000","159646,45000000001","2276552,1000000001",0,0,0,0
2012.0,SC,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"1110871,8799999999",",000000000000000","1118218,21","51325651,519999996",0,0,0,0
2012.0,SC,Não-Metálicos,Argilas,t,-,,t,t,t,95471,",000000000000000",0,0,0,0,95471,"912033,06999999995"
2012.0,SC,Não-Metálicos,Calcário,t,-,,t,t,t,"2711409,6699999999",",000000000000000","1043595,8","28514255,459999997",0,0,"1667504,8700000001","12178135,289999999"
2012.0,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"134822,34",",000000000000000","134822,34","17796140,260000002",0,0,0,0
2012.0,SC,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"16568324,33",",000000000000000","14603461,479999995","293927940,84999996","772755,49999999988","9861973,0500000007","735659,03000000003","9691276,0399999991"
2012.0,SC,Não-Metálicos,Saibro,t,-,,t,t,t,"380112,09999999998",",000000000000000","367020,41000000003","4189961,8500000001",0,0,0,0
2012.0,SE,Não-Metálicos,Argilas,t,-,,t,t,t,"214690,73999999999",",000000000000000","23625,459999999999","943726,09999999998",0,0,"190311,56","1208706,3600000001"
2012.0,SE,Não-Metálicos,Calcário,t,-,,t,t,t,"4804959,04",",000000000000000","249792,23000000001","961126,87",0,0,"4596108,5600000005","33205891,620000001"
2012.0,SE,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"25613,98",",000000000000000","25613,98","2625375,23",0,0,0,0
2012.0,SE,Não-Metálicos,Potássio,t,t,K2O,t,t,t,548534,"548534,000000000000000",551985,"563405090,55999994",0,0,0,0
2012.0,SE,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"722632,37",",000000000000000","722632,37","19830940,720000003",0,0,0,0
2012.0,SP,Metálicos,Alumínio (Bauxita),t,t,Al2O3,t,t,t,"35577,990000000005","18400,920000000000000","35577,990000000005","10270769,83",0,0,0,0
2012.0,SP,Metálicos,Ferro,t,t,Fe,t,t,t,"195897,04000000001","136244,000000000000000","180311,42000000001","2047542,25",0,0,0,0
2012.0,SP,Metálicos,Manganês,t,t,Mn,t,t,t,"1121,51","300,000000000000000","1121,51","145011,39999999999",0,0,0,0
2012.0,SP,Não-Metálicos,Areia,t,-,,t,t,t,"11810829,9",",000000000000000","11438523,270000001","242708761,72999996",0,0,0,0
2012.0,SP,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"4768762,3999999994",",000000000000000","4328370,3799999999","165363842,57999998",0,0,"436518,41999999998","10775849,939999999"
2012.0,SP,Não-Metálicos,Argilas,t,-,,t,t,t,"1627419,0499999998",",000000000000000","1060999,73","23725345,620000001",8821,17592,"556027,23999999999","6768542,6299999999"
2012.0,SP,Não-Metálicos,Calcário,t,-,,t,t,t,"12370662,130000001",",000000000000000","3521613,0699999998","138328608,22999999","3149694,7399999998","47946492,580000006","5666976,9200000009","104473496,58999999"
2012.0,SP,Não-Metálicos,Calcário,t,t,,t,t,t,1965751,"1965751,000000000000000",1700969,"9566086,4100000001",0,0,291815,"7179707,8399999999"
2012.0,SP,Não-Metálicos,Caulim,t,-,,t,t,t,"90904,299999999988",",000000000000000","87504,399999999994","23921661,969999999",0,0,"2333,6799999999998",466736
2012.0,SP,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"142339,29999999999",",000000000000000","142339,29999999999","8965433,2200000007",0,0,0,0
2012.0,SP,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,18995,",000000000000000","21659,75","4846772,6799999997",0,0,0,0
2012.0,SP,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"637944,15000000002","257553,370000000000000","87791,660000000003","5193842,1399999997",0,0,"561237,60999999999","166129208,71000001"
2012.0,SP,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"89646932,599999964",",000000000000000","76815453,919999987","2040545133,7699997","1235131,3900000001","15713433,290000001","1678928,1899999999","27903496,809999999"
2012.0,SP,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,5090,",000000000000000","5074,04","6213411,5499999998",0,0,0,0
2012.0,SP,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"664641,84999999998",",000000000000000","659303,59999999998","28649068,270000003","507,11000000000001","912,77999999999997",0,0
2012.0,TO,Metálicos,Ferro,t,t,Fe,t,t,t,"342514,84999999998","205510,000000000000000","342514,84999999998","26672618,890000001",0,0,0,0
2012.0,TO,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"1,34368","1,000000000000000",0,0,0,0,0,0
2012.0,TO,Não-Metálicos,Calcário,t,-,,t,t,t,"3872835,5799999996",",000000000000000","2761286,5599999996","67002819,710000001",0,0,"1094555,3899999999","15344663,710000001"
2012.0,TO,Não-Metálicos,Minerais Industriais (Outros),t,-,,t,t,t,158,",000000000000000",158,1565360,0,0,0,0
2012.0,TO,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"531200,80999999994",",000000000000000","528915,33999999997","16074060,009999998",0,0,0,0
2013.0,AL,Não-Metálicos,Calcário,t,-,,t,t,t,"1055452,22",",000000000000000","164025,19","12122096,76",0,0,862492,"10779934,92"
2013.0,AL,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"1045546,5",",000000000000000","1020349,22","32655422,550000001","8720,4899999999998","265812,53000000003","16476,790000000001","509676,40999999997"
2013.0,AM,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,14390227,"9790227,000000000000000",0,0,0,0,14390227,"252687126,16"
2013.0,AM,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,"24589,380000000001","5225,000000000000000",0,0,0,0,"24589,380000000001","113182724,7"
2013.0,AM,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"397,18170000000003","397,069450000000000","397,14970000000005","34439517,920000002",0,0,0,0
2013.0,AM,Metálicos,Tântalo,t,t,Ta2O5,t,t,t,"24589,380000000001","5225,000000000000000",0,0,0,0,"24589,380000000001","113182724,7"
2013.0,AM,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"578328,02000000002",",000000000000000","578328,02000000002","38024070,220000006",0,0,0,0
2013.0,AP,Metálicos,Cromo,t,t,Cr2O3,t,t,t,1250,"562,500000000000000","89,579999999999998",741384,0,0,0,0
2013.0,AP,Metálicos,Ferro,t,t,Fe,t,t,t,"6257785,5100000007","3799757,830000000000000","2067829,0899999999","474669782,28999996",0,0,0,0
2013.0,AP,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"5559,7468600000002","5239,590220000000000","5227,3718900000003","500092778,80000001",0,0,0,0
2013.0,AP,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"196,6765","196,676500000000000","196,6765","380368,47999999998",0,0,0,0
2013.0,AP,Metálicos,Tântalo,t,t,Ta2O5,t,t,t,"53,05000000000291","53,050000000000000","53,05000000000291",339000,0,0,0,0
2013.0,AP,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"424773,52000000002",",000000000000000","316538,29999999999","17016951,27",0,0,0,0
2013.0,BA,Gemas e Diamantes,Diamante,ct,ct,,ct,ct,ct,"518,89999999999998","518,900000000000000",0,0,0,0,0,0
2013.0,BA,Gemas e Diamantes,Gemas,kg,kg,,kg,kg,kg,"8773,8899999999994","8773,890000000000000","8773,8899999999994","18775441,129999999",0,0,0,0
2013.0,BA,Metálicos,Cobre,t,t,Cu,t,t,t,"86243,449999999997","26457,860000000000000","85250,680000000008","457898879,73000002",0,0,0,0
2013.0,BA,Metálicos,Cromo,t,t,Cr2O3,t,t,t,"496607,38","193310,750000000000000","44376,360000000001","25966914,920000002",22112,"7712758,4699999997","425771,59000000003","148125866,60000002"
2013.0,BA,Metálicos,Ferro,t,t,Fe,t,t,t,"337675,10999999999","219826,500000000000000","299972,76000000001","28470058,010000002",0,0,0,0
2013.0,BA,Metálicos,Manganês,t,t,Mn,t,t,t,"6436,8900000000003","2124,170000000000000","7095,2399999999998","957857,40000000002",0,0,0,0
2013.0,BA,Metálicos,Níquel,t,t,Ni,t,t,t,"107663,66","15621,560000000000000","96409,539999999994","413661873,38999999",0,0,0,0
2013.0,BA,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"4962,8069300000006","4962,806930000000000","5005,9947200000006","469057851,68000001",0,0,0,0
2013.0,BA,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,0,",000000000000000",0,0,0,0,0,0
2013.0,BA,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"89786,339999999997",",000000000000000",0,0,0,0,"89767,839999999997","6217185,5700000003"
2013.0,BA,Não-Metálicos,Argilas,t,-,,t,t,t,"376048,04999999999",",000000000000000","343570,69","56915839,250000007",33440,274710,8500,34000
2013.0,BA,Não-Metálicos,Bário,t,t,BaSO4,t,t,t,0,",000000000000000",1177,"1197707,47",0,0,0,0
2013.0,BA,Não-Metálicos,Calcário,t,-,,t,t,t,"1933260,0999999999",",000000000000000","633443,34000000008","26677224,400000002","26689,07","1393755,6499999999","1277343,5","21178500,370000001"
2013.0,BA,Não-Metálicos,Caulim,t,-,,t,t,t,"5943,7600000000002",",000000000000000","5943,7600000000002","4582832,5899999999",0,0,0,0
2013.0,BA,Não-Metálicos,Diatomita,t,-,,t,t,t,"2474,48",",000000000000000","2439,3099999999999","7531732,8899999997",0,0,0,0
2013.0,BA,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"1387578,95",",000000000000000","190831,72","162606416,01999998",153877,"2921469,5899999999",1010253,"131959769,92"
2013.0,BA,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"270368,81","88147,050000000000000","67945,960000000006","16867134,309999999",0,0,"205478,87","20793569,809999999"
2013.0,BA,Não-Metálicos,Gipsita,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2013.0,BA,Não-Metálicos,Grafita,t,t,,t,t,t,"14111,77","12836,420000000000000","14086,690000000001","27133025,879999999",0,0,0,0
2013.0,BA,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"8470677,5199999996",",000000000000000","7467232,9499999983","265704659,06999999","137685,79999999999","9699274,9499999993","511132,15000000002","4632759,7599999998"
2013.0,BA,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"5509,4700000000003",",000000000000000","4610,3400000000001","2068087,8400000001",0,0,0,0
2013.0,BA,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"129632,47",",000000000000000","77121,779999999999","101773716,81",0,0,1677,"1193049,6200000001"
2013.0,BA,Não-Metálicos,Vermiculita e Perlita,t,t,,t,t,t,"951,39999999999998","808,680000000000000","951,39999999999998","110561,64",0,0,0,0
2013.0,CE,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"181565,65000000002",",000000000000000",0,0,0,0,"181565,65000000002","3809863,8799999999"
2013.0,CE,Não-Metálicos,Argilas,t,-,,t,t,t,69009,",000000000000000",0,0,0,0,69009,"2949217,5899999999"
2013.0,CE,Não-Metálicos,Calcário,t,-,,t,t,t,"2200519,46",",000000000000000","82149,660000000003","7466305,9299999997",3761,"60856,220000000001","2094293,8","30559925,43"
2013.0,CE,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,6990,",000000000000000",0,0,2945,"1116641,5700000001",1328,682470
2013.0,CE,Não-Metálicos,Gipsita,t,-,,t,t,t,5628,",000000000000000",0,0,0,0,5628,"413535,40000000002"
2013.0,CE,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"5123714,6100000003",",000000000000000","4685710,3599999994","125068766,31999999","39657,419999999998","582252,92000000004","104846,7","1437448,25"
2013.0,CE,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,568,",000000000000000",568,321414,0,0,0,0
2013.0,DF,Não-Metálicos,Areia,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2013.0,DF,Não-Metálicos,Argilas,t,-,,t,t,t,"319741,37",",000000000000000",0,0,0,0,"319741,37","6840225,5699999994"
2013.0,DF,Não-Metálicos,Calcário,t,-,,t,t,t,"4798775,7599999998",",000000000000000",0,0,0,0,"4798775,7599999998","39481587,829999998"
2013.0,DF,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"4181252,3200000003",",000000000000000","4059018,2000000002","67712061,310000002",0,0,"131786,35000000001","1725538,4199999999"
2013.0,ES,Não-Metálicos,Argilas,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2013.0,ES,Não-Metálicos,Calcário,t,-,,t,t,t,"412076,91999999993",",000000000000000","411734,51000000001","36048079,020000003",0,0,0,0
2013.0,ES,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"8799578,1499999985",",000000000000000","7860487,1200000001","143810064,82000002",0,0,0,0
2013.0,ES,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"144334,10999999999",",000000000000000","138738,94000000003","179201679,50000006",0,0,"112,13","111585,36"
2013.0,GO,Metálicos,Cobalto,t,t,Co,t,t,t,3239106,"3467,800000000000000",0,0,0,0,3239106,"0,12"
2013.0,GO,Metálicos,Cobre,t,t,Cu,t,t,t,"243537,59","59959,240000000000000","248312,68999999997","1095112794,1399999",0,0,0,0
2013.0,GO,Metálicos,Manganês,t,t,Mn,t,t,t,"657,16999999999996","230,000000000000000","657,16999999999996","138159,35000000001",0,0,0,0
2013.0,GO,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,"20162,14921","9730,555400000000000",0,0,0,0,"14450,59921","392249036,66999996"
2013.0,GO,Metálicos,Níquel,t,t,Ni,t,t,t,"3290522,6499999999","50587,290000000000000","49626,509999999995","1161886209,6799998",0,0,3239106,"111469966,75"
2013.0,GO,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"4917,3512700000001","4917,351270000000000","5029,4973500000006","471462880,74000001",0,0,0,0
2013.0,GO,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"196,977","196,977000000000000","212,95400000000001",399671,0,0,0,0
2013.0,GO,Metálicos,Titânio,t,t,TiO2,t,t,t,"28607,82","6000,000000000000000","28576,009999999998","1201166,6599999999",0,0,0,0
2013.0,GO,Não-Metálicos,Amianto,t,t,,t,t,t,"290825,65000000002","290825,650000000000000","295003,23999999999","516560376,01999998",0,0,0,0
2013.0,GO,Não-Metálicos,Areia,t,-,,t,t,t,"705806,98999999999",",000000000000000","680868,46000000008","16275889,669999998",0,0,0,0
2013.0,GO,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"99787,990000000005",",000000000000000","99787,990000000005","1630171,1299999999",0,0,0,0
2013.0,GO,Não-Metálicos,Calcário,t,-,,t,t,t,"7142707,6225999994",",000000000000000","5513176,6971999994","195608297,65039995",0,0,"1595812,1899999999","10841777,560000001"
2013.0,GO,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"527049,09999999998",",000000000000000","496599,67000000004","17908799,210000001",0,0,0,0
2013.0,GO,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,3484689,"1241710,980000000000000",0,0,"128190,63","11190490,74","2441552,7999999998","375338081,19"
