Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Produção,Unidade de Medida - Contido,Indicação Contido,Unidade de Medida - Venda,Unidade de Medida - Consumo/Utilização na Usina,Unidade de Medida - Transferência para Transformação / Utilização / Consumo,Quantidade Produção,Quantidade Contido,Quantidade Venda,Valor Venda (R$),Quantidade Consumo/Utilização na Usina,Valor Consumo / Utilização na Usina (R$),Quantidade Transferência para Transformação / Utilização / Consumo,Valor Transferência para Transformação / Utilização / Consumo (R$)
2016.0,MG,Metálicos,Chumbo,t,t,Pb,t,t,t,"18238,580000000002","9014,840000000000000","18582,279999999999","47130364,950000003",0,0,0,0
2016.0,MG,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,143699,"80471,000000000000000",143699,"3860016,9300000002",0,0,0,0
2016.0,MG,Metálicos,Ferro,t,t,Fe,t,t,t,"268638311,30000001","169060031,150000000000000","222393958,17999995","25333506045,57999",0,0,"47563182,959999993","3347000673,4899998"
2016.0,MG,Metálicos,Lítio,t,t,Li2O,t,t,t,8804,"440,200000000000000",266,360920,0,0,"8519,8899999999994","11682061,76"
2016.0,MG,Metálicos,Manganês,t,t,Mn,t,t,t,"77402,190000000002","12561,840000000000000","130805,31","14223291,24",0,0,0,0
2016.0,MG,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,109040,"58881,000000000000000",0,0,0,0,109040,"255927790,5"
2016.0,MG,Metálicos,Níquel,t,t,Ni,t,t,t,0,",000000000000000",0,0,0,0,0,0
2016.0,MG,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"32278,590110000001","32278,516190000000000","32687,842780000003","4397919048,8100004",0,0,0,0
2016.0,MG,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"4204,1530000000002","4204,153000000000000","4157,1809400000002","7384130,2400000002",0,0,0,0
2016.0,MG,Metálicos,Tântalo,t,t,Ta2O5,t,t,t,"527,03999999999996","125,301500000000000","436,86000000000001","100981286,08",0,0,0,0
2016.0,MG,Metálicos,Zinco,t,t,Zn,t,t,t,"411850,95000000001","158191,810000000000000","58574,369999999995","114990160,23999999",0,0,"350086,03999999998","233234406,58000001"
2016.0,MG,Não-Metálicos,Areia,t,-,,t,t,t,"635828,19999999995",",000000000000000","623175,57999999996","20444326,969999999",0,0,0,0
2016.0,MG,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"644229,91999999993",",000000000000000","218807,29999999999","25158438,670000002",0,0,"387410,71000000002","6792658,25"
2016.0,MG,Não-Metálicos,Argilas,t,-,,t,t,t,"1500759,24",",000000000000000","600876,25000000012","52895673,229999997","178665,67999999999","1250422,79","751425,44999999995","4745365,5800000001"
2016.0,MG,Não-Metálicos,Calcário,t,-,,t,t,t,"37435884,980000012",",000000000000000","14273209,940000001","457986745,77499992","4339095,9400000004","37572461,460000008","16308250,469999999","232343512,21999997"
2016.0,MG,Não-Metálicos,Cianita e outros minerais refratários,t,-,,t,t,t,42,",000000000000000","212,84999999999999","211616,67000000001",0,0,0,0
2016.0,MG,Não-Metálicos,Enxofre,t,t,S,t,t,t,"195342,48000000001","63785,300000000000000","182584,72",55155521,0,0,0,0
2016.0,MG,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"162661,37",",000000000000000","181556,07999999999","28783318,109999999",0,0,0,0
2016.0,MG,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"2612996,5499999998","886069,460000000000000","16523,110000000001","2665767,2999999998","453798,57000000001","210628296,38999999","2156622,8900000001","798054319,76999986"
2016.0,MG,Não-Metálicos,Grafita,t,t,,t,t,t,"61867,120000000003","57774,170000000000000","64094,800000000003","205919893,85999998",0,0,0,0
2016.0,MG,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"15635737,509999994",",000000000000000","14869486,462499993","472220679,88499981",94292,"2530366,6699999999","142616,98999999999","2455472,6999999997"
2016.0,MG,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"9884,7999999999993",",000000000000000",0,0,"9593,9799999999996","1845275,5900000001",0,0
2016.0,MG,Não-Metálicos,Rochas Ornamentais - Outras,t,-,,t,t,t,"150,91999999999999",",000000000000000","137,19999999999999","90962,850000000006",0,0,0,0
2016.0,MG,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"207043,83999999997",",000000000000000","183004,78749999998","22147503,57",0,0,0,0
2016.0,MS,Metálicos,Ferro,t,t,Fe,t,t,t,3503362,"2181375,320000000000000","3601178,1100000003","317895881,31000006",0,0,0,0
2016.0,MS,Metálicos,Manganês,t,t,Mn,t,t,t,651553,"271074,260000000000000",670889,"219549031,46000001",0,0,0,0
2016.0,MS,Não-Metálicos,Areia,t,-,,t,t,t,"376038,62",",000000000000000","383946,31000000006","6227598,4499999993",0,0,0,0
2016.0,MS,Não-Metálicos,Argilas,t,-,,t,t,t,"285987,22000000003",",000000000000000","109004,65000000001","3789556,1600000001","169736,22","3354406,8099999996",0,0
2016.0,MS,Não-Metálicos,Calcário,t,-,,t,t,t,"2906993,9499999997",",000000000000000","2433117,0200000005","107392840,10999997",0,0,"490410,97999999998","4913548,6399999997"
2016.0,MS,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"4143498,6999999993",",000000000000000","3217255,4599999995","111776387,94000001","260712,55999999997","3636290,9300000002","84089,949999999997","1023529,73"
2016.0,MS,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"197095,01999999999",",000000000000000",0,0,0,0,"197095,01999999999","2438510,2000000002"
2016.0,MT,Gemas e Diamantes,Diamante,ct,ct,,ct,ct,ct,"52410,730000000003","52410,730000000000000","22859,690000000002","2295866,0499999998",0,0,0,0
2016.0,MT,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,288743,"193458,000000000000000",314348,"7406042,2599999998",0,0,0,0
2016.0,MT,Metálicos,Manganês,t,t,Mn,t,t,t,"1676,0599999999999","670,420000000000000","1676,0599999999999",643352,0,0,0,0
2016.0,MT,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"7046,1184799999974","7036,687940000000000","7070,8705499999987","887538078,22000015","6,8091200000000001","252430,95000000001","6,8091200000000001","252430,95000000001"
2016.0,MT,Não-Metálicos,Areia,t,-,,t,t,t,"35248,659999999996",",000000000000000","33628,659999999996","500456,26000000001",0,0,0,0
2016.0,MT,Não-Metálicos,Argilas,t,-,,t,t,t,"646681,58999999997",",000000000000000","573394,58999999997","22066819,040000007","59028,520000000004","1314870,96",720,108150
2016.0,MT,Não-Metálicos,Calcário,t,-,,t,t,t,"6209228,950000002",",000000000000000","4579211,7399999993","213838667,00000006","1489248,6899999999","18236775,600000001",0,0
2016.0,MT,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"2159438,96",",000000000000000","2067533,9699999997","98864199,370000005",0,0,0,0
2016.0,MT,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,t,-,,t,t,t,"0,70000000000000007",",000000000000000","0,70000000000000007",1925,0,0,0,0
2016.0,MT,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"3224564,3399999989",",000000000000000","3070643,5099999998","90257449,590000018",2468,41956,28000,395000
2016.0,PA,Gemas e Diamantes,Diamante,ct,ct,,ct,ct,ct,"6293,6300000000001","6293,630000000000000","6293,6300000000001","1251503,97",0,0,0,0
2016.0,PA,Metálicos,Alumínio (Bauxita),t,t,Al2O3,t,t,t,"35221777,329999998","17307652,090000000000000","35254712,329999998","3313048309,73",0,0,0,0
2016.0,PA,Metálicos,Cobre,t,t,Cu,t,t,t,"882328,76000000001","280271,590000000000000","871982,15000000002","4290874866,48",0,0,0,0
2016.0,PA,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,"3316834,8399999999","2126963,890000000000000","3300244,8300000001","82974363,150000006",0,0,0,0
2016.0,PA,Metálicos,Ferro,t,t,Fe,t,t,t,"148123063,86000001","96672090,360000000000000","149041546,47","16988504819,709999",0,0,317419,"17769016,260000002"
2016.0,PA,Metálicos,Manganês,t,t,Mn,t,t,t,"2050046,1499999999","884381,680000000000000","1700556,8799999999","647176344,27999997",0,0,0,0
2016.0,PA,Metálicos,Níquel,t,t,Ni,t,t,t,"79736,399999999994","24134,360000000000000","80074,539999999994","722075481,70000005",0,0,0,0
2016.0,PA,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"11022,88147","11022,881460000000000","4211,0904200000004","470263270,25",0,0,0,0
2016.0,PA,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"455,08020000000005","455,080200000000000","472,44999999999999","961837,03000000003",0,0,0,0
2016.0,PA,Metálicos,Tungstênio,t,t,WO3,t,t,t,0,",000000000000000",0,0,0,0,0,0
2016.0,PA,Não-Metálicos,Areia,t,-,,t,t,t,"6116,8800000000001",",000000000000000","6116,8800000000001","277632,46000000002",0,0,0,0
2016.0,PA,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"24200,110000000001",",000000000000000","24200,110000000001","4809097,5",0,0,0,0
2016.0,PA,Não-Metálicos,Argilas,t,-,,t,t,t,"36987,529999999999",",000000000000000","12582,779999999999","368432,58000000002",0,0,"24404,75","251902,87"
2016.0,PA,Não-Metálicos,Calcário,t,-,,t,t,t,"924347,66000000003",",000000000000000","235451,76000000001","10437516,859999999",0,0,"693501,90000000002","15483737,050000001"
2016.0,PA,Não-Metálicos,Caulim,t,-,,t,t,t,"1524886,54",",000000000000000","1552325,3","733152117,05000007",0,0,0,0
2016.0,PA,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"62743,360000000001","12227,340000000000000",40598,"25073246,02",0,0,0,0
2016.0,PA,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"1743049,4700000002",",000000000000000","1642182,8300000003","74913215,229999989",0,0,13250,219420
2016.0,PB,Metálicos,Titânio,t,t,TiO2,t,t,t,"111703,99000000001","62228,540000000000000","71884,289999999994","40668303,149999999",0,0,"15432,139999999999","5335557,9100000001"
2016.0,PB,Metálicos,Zircônio,t,t,ZrSiO4,t,t,t,"19887,029999999999","12876,540000000000000",18271,"72572184,010000005",0,0,0,0
2016.0,PB,Não-Metálicos,Areia,t,-,,t,t,t,"8227,2999999999993",",000000000000000","12947,59","62140,690000000002",0,0,0,0
2016.0,PB,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"59004,790000000001",",000000000000000",1068,32040,0,0,"58308,18","3787181,6099999999"
2016.0,PB,Não-Metálicos,Argilas,t,-,,t,t,t,"313879,23999999999",",000000000000000","236855,56","128366872,94",0,0,79938,"613369,30000000005"
2016.0,PB,Não-Metálicos,Calcário,t,-,,t,t,t,"2568419,6899999999",",000000000000000","1336256,25","40606500,82",0,0,"1232163,4399999999","17408752,739999998"
2016.0,PB,Não-Metálicos,Cianita e outros minerais refratários,t,-,,t,t,t,"1183,6800000000001",",000000000000000",897,"1066208,23",0,0,0,0
2016.0,PB,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,13609,",000000000000000",13609,"735850,69999999995",0,0,0,0
2016.0,PB,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"1341686,8899999999",",000000000000000","1351271,98","35149698,760000005",2690,"48522,900000000001",11557,312900
2016.0,PB,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,9071,",000000000000000","7960,04","16388994,57","1285,54","948860,93999999994",0,0
2016.0,PE,Não-Metálicos,Areia,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2016.0,PE,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"116667,73999999999",",000000000000000",4485,"49587,150000000001",0,0,"86524,5","2300086,9399999999"
2016.0,PE,Não-Metálicos,Argilas,t,-,,t,t,t,"103328,05",",000000000000000","16451,52","1713502,0600000001","16429,139999999999","311003,60999999999","70454,389999999999","348978,51000000001"
2016.0,PE,Não-Metálicos,Calcário,t,-,,t,t,t,"192006,46000000002",",000000000000000",19005,349500,"153209,76000000001","4544201,4800000004","19791,689999999999","271525,15999999997"
2016.0,PE,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"156,81999999999999",",000000000000000","156,81999999999999","23282,299999999999",0,0,0,0
2016.0,PE,Não-Metálicos,Gipsita,t,-,,t,t,t,"900136,85999999999",",000000000000000","653821,52000000014","28088375,880000003",0,0,"162569,5","13341643,98"
2016.0,PE,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"3322041,7200000002",",000000000000000","3392020,9199999995","91061263,639999986",0,0,"11399,809999999999","284994,94"
2016.0,PE,Não-Metálicos,Vermiculita e Perlita,t,t,,t,t,t,"3670,9300000000003","2968,410000000000000","1532,0899999999999","2325088,0600000001",0,0,0,0
2016.0,PI,Metálicos,Níquel,t,t,Ni,t,t,t,"73,170000000000002","25,590000000000000","73,170000000000002","570817,39000000001",0,0,0,0
2016.0,PI,Não-Metálicos,Argilas,t,-,,t,t,t,"24698,559999999998",",000000000000000","3489,9400000000001","479844,40000000002","21208,619999999999","385317,34000000003",0,0
2016.0,PI,Não-Metálicos,Calcário,t,-,,t,t,t,226978,",000000000000000","226208,77000000002","15038317,880000001",0,0,"769,23000000000002","38461,5"
2016.0,PI,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"5081,9499999999998",",000000000000000","4630,1800000000003","230440,44",0,0,"451,76999999999998","22588,5"
2016.0,PI,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"812100,24000000011",",000000000000000","731383,62000000011","27487801,260000002","14396,92","525040,19999999995",180,9000
2016.0,PR,Energéticos,Carvão Mineral,t,-,,t,t,t,"103873,67",",000000000000000","103852,67","34884967,189999998",0,0,0,0
2016.0,PR,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"324,20196000000004","324,169820000000000",321,"43832125,299999997",0,0,0,0
2016.0,PR,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"43,092610000000001","43,049520000000000",18,38700,0,0,0,0
2016.0,PR,Não-Metálicos,Areia,t,-,,t,t,t,"2079530,01",",000000000000000","2074662,1599999999","33179624,300000001",0,0,0,0
2016.0,PR,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"13193,310000000012",",000000000000000","13193,309999999983","408907,03999999998",0,0,0,0
2016.0,PR,Não-Metálicos,Argilas,t,-,,t,t,t,"43968,610000000001",",000000000000000",26926,"4806128,8700000001","17042,610000000001","149100,98000000001",0,0
2016.0,PR,Não-Metálicos,Calcário,t,-,,t,t,t,"11961121,479999997",",000000000000000","2463160,79","76602792,779999986",85442,433800,"9422848,3200000003","108024097,84"
2016.0,PR,Não-Metálicos,Caulim,t,-,,t,t,t,"1552,8800000000001",",000000000000000","1552,8800000000001","578016,09999999998",0,0,0,0
2016.0,PR,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"327443,78999999998",",000000000000000","328502,57000000001","7604931,2199999997",0,0,0,0
2016.0,PR,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,78330,",000000000000000",0,0,0,0,"72062,279999999999","2161868,3999999999"
2016.0,PR,Não-Metálicos,Fluorita e Criolita,t,t,,t,t,t,"18152,560000000001","14938,740000000000000","18700,560000000001","16674344,290000001",0,0,0,0
2016.0,PR,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"16124612,019999998",",000000000000000","14880577,089999994","375380394,82000011","733887,33999999997","7488290,5200000005","247403,48999999999","2877275,2699999996"
2016.0,PR,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"5750,4300000000003",",000000000000000","4824,1499999999996","872296,57000000007",0,0,0,0
2016.0,PR,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"60350,18",",000000000000000","58420,460000000006","8333014,7199999988",0,0,"1922,8199999999999","85296,899999999994"
2016.0,RJ,Metálicos,Monazita e Terras-Raras,t,t,ETR,t,t,t,3700,"3700,000000000000000",3700,5130736,0,0,0,0
2016.0,RJ,Metálicos,Titânio,t,t,TiO2,t,t,t,4279,"4279,000000000000000",4279,"3123737,6799999997",0,0,0,0
2016.0,RJ,Metálicos,Zircônio,t,t,ZrSiO4,t,t,t,1415,"1415,000000000000000",1415,"3308754,54",0,0,0,0
2016.0,RJ,Não-Metálicos,Areia,t,-,,t,t,t,114056,",000000000000000",114056,"1460428,54",0,0,0,0
2016.0,RJ,Não-Metálicos,Areias Industriais,t,-,,t,t,t,0,",000000000000000","257,91000000000003","5682,6000000000004",0,0,0,0
2016.0,RJ,Não-Metálicos,Argilas,t,-,,t,t,t,"135487,29999999999",",000000000000000",0,0,0,0,"135487,29999999999","621826,08000000007"
2016.0,RJ,Não-Metálicos,Calcário,t,-,,t,t,t,"2650747,9100000001",",000000000000000","54157,439999999995","4490153,4900000002",0,0,"2594196,4699999997","25439453,469999999"
2016.0,RJ,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"84530,949999999997",",000000000000000","84530,949999999997","7895575,71",0,0,0,0
2016.0,RJ,Não-Metálicos,Fluorita e Criolita,t,t,,t,t,t,3322,"3322,000000000000000","5478,1700000000001","3503119,6299999999",0,0,0,0
2016.0,RJ,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"16982401,73",",000000000000000","16400519,9","471277646,26999998",0,0,0,0
2016.0,RN,Gemas e Diamantes,Gemas,kg,kg,,kg,kg,kg,"62,560000000000002","62,560000000000000","14,594940000000001","1329607,48",0,0,0,0
2016.0,RN,Metálicos,Ferro,t,t,Fe,t,t,t,0,",000000000000000","26771,34","1360772,3999999999",0,0,0,0
2016.0,RN,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"56,79468","56,794680000000000","55,696940000000005","7457335,1200000001",0,0,0,0
2016.0,RN,Metálicos,Tungstênio,t,t,WO3,t,t,t,"462,09999999999997","322,670000000000000","486,92000000000002","16290291,640000001",0,0,0,0
2016.0,RN,Não-Metálicos,Argilas,t,-,,t,t,t,"37805,18",",000000000000000",0,0,"37805,18","30468,509999999998",0,0
2016.0,RN,Não-Metálicos,Calcário,t,-,,t,t,t,"1597004,71",",000000000000000","64009,540000000001","6712107,1799999997","1532995,1699999999","34935336,489999995",0,0
2016.0,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,6047,",000000000000000","6038,3500000000004","2674497,3599999999",0,0,0,0
2016.0,RN,Não-Metálicos,Gipsita,t,-,,t,t,t,"1284,5999999999999",",000000000000000",0,0,"1284,5999999999999","41492,580000000002",0,0
2016.0,RN,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"906380,95000000019",",000000000000000","903286,53000000003","22860343,040000003","7143,8100000000004","115729,07000000001",0,0
2016.0,RN,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"7987,3200000000006",",000000000000000","7116,1999999999998","14781284,58",0,0,0,0
2016.0,RO,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,"10175104,52","6298607,090000000000000","10256709,129999999","309003406,10999995",0,0,0,0
2016.0,RO,Metálicos,Manganês,t,t,Mn,t,t,t,"99740,75","29922,040000000000000","133233,17999999999","20597813,98",0,0,0,0
2016.0,RO,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,"6399,4699999999993","425,993000000000000","6430,7300000000005","36315252,170000002",0,0,0,0
2016.0,RO,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"1147,02286","1144,957860000000000","1147,8948500000001","144627007,56999999",0,0,0,0
2016.0,RO,Metálicos,Tântalo,t,t,Ta2O5,t,t,t,"2536,1000000000004","109,000000000000000","2536,1000000000004","10588408,120000001",0,0,0,0
2016.0,RO,Não-Metálicos,Areia,t,-,,t,t,t,"15870,600000000002",",000000000000000","15870,600000000002",452510,0,0,0,0
2016.0,RO,Não-Metálicos,Argilas,t,-,,t,t,t,"2164,5",",000000000000000","2164,5","27102,5",0,0,0,0
2016.0,RO,Não-Metálicos,Calcário,t,-,,t,t,t,310682,",000000000000000","296403,17000000004","11811389,49",0,0,0,0
2016.0,RO,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"1039986,0399999998",",000000000000000","1056556,04","63464402,129999995","46861,099999999999",574360,0,0
2016.0,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"185191,61000000004",",000000000000000","185191,61000000004","7699396,46",0,0,0,0
2016.0,RS,Energéticos,Carvão Mineral,t,-,,t,t,t,"3625753,9500000002",",000000000000000","3782085,9200000009","355282059,10000002",0,0,0,0
2016.0,RS,Não-Metálicos,Areia,t,-,,t,t,t,42046,",000000000000000","31493,669999999998",707921,0,0,0,0
2016.0,RS,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"21352,75",",000000000000000","21352,75","1139469,6100000001",0,0,0,0
2016.0,RS,Não-Metálicos,Argilas,t,-,,t,t,t,"30241,5",",000000000000000","14506,01","724405,5",0,0,0,0
2016.0,RS,Não-Metálicos,Calcário,t,-,,t,t,t,"4086213,669999999",",000000000000000","3538475,9999999995","141992422,11000001",59835,"484841,52000000002","467732,92000000004","17330157,669999994"
2016.0,RS,Não-Metálicos,Caulim,t,-,,t,t,t,42812,",000000000000000","31335,169999999998","5221349,8799999999",0,0,0,0
2016.0,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"18156963,010000002",",000000000000000","14342054,459999999","341771301,20999998","513402,14999999991","6253056,3699999992","3042403,3899999987","46431249,009999968"
2016.0,SC,Energéticos,Carvão Mineral,t,-,,t,t,t,"2280187,5999999996",",000000000000000","2284197,4199999999","542680165,26999998",0,0,0,0
2016.0,SC,Energéticos,Turfa,t,-,,t,t,t,"34727,879999999997",",000000000000000","17364,040000000001","1027325,5","37348,440000000002","1539494,05","8226,6200000000008","501848,90999999997"
2016.0,SC,Não-Metálicos,Areia,t,-,,t,t,t,"180532,04000000001",",000000000000000","184542,79999999999","4209771,0999999996",0,0,0,0
2016.0,SC,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"930493,25",",000000000000000","930650,25","59350053,369999997",0,0,0,0
2016.0,SC,Não-Metálicos,Argilas,t,-,,t,t,t,"117581,5",",000000000000000",0,0,0,0,"116592,51000000001","3938137,8600000003"
2016.0,SC,Não-Metálicos,Calcário,t,-,,t,t,t,"2294190,8999999999",",000000000000000","855323,90000000014","40255197,059999995",0,0,"1438688,4099999999","25585732,48"
2016.0,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"101253,35000000001",",000000000000000","122382,70000000001","21871620,879999999",0,0,0,0
2016.0,SC,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"16826022,739999995",",000000000000000","14839248,859999994","337302812,83999991","922448,65000000002","15027270,23","944797,37000000023","15919111,789999999"
2016.0,SC,Não-Metálicos,Rochas Ornamentais - Outras,t,-,,t,t,t,"34545,450000000004",",000000000000000","34523,450000000004","296634,82999999996",0,0,0,0
2016.0,SC,Não-Metálicos,Saibro,t,-,,t,t,t,"441615,10999999999",",000000000000000","337014,02999999997","4566964,4099999983","102670,2",752446,0,0
2016.0,SE,Não-Metálicos,Argilas,t,-,,t,t,t,"138166,33000000002",",000000000000000",10000,1305010,10000,1305010,"128166,33","4148828,5499999998"
2016.0,SE,Não-Metálicos,Calcário,t,-,,t,t,t,"3397358,2399999998",",000000000000000","240230,69","3150652,9500000002",0,0,"3157127,54","27995969,279999997"
2016.0,SE,Não-Metálicos,Potássio,t,t,K2O,t,t,t,"500916,97999999998","292254,060000000000000","531977,70999999996","450834072,18000001",0,0,0,0
2016.0,SE,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"377366,03999999998",",000000000000000","378450,88","12297470,59",0,0,0,0
2016.0,SP,Energéticos,Turfa,t,-,,t,t,t,"8649,4200000000001",",000000000000000","99,609999999999999","7122,1199999999999",0,0,"8361,9699999999993","122446,75"
2016.0,SP,Metálicos,Alumínio (Bauxita),t,t,Al2O3,t,t,t,"34712,379999999997","17953,150000000000000","34712,379999999997","9166908,2899999991",0,0,0,0
2016.0,SP,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,"3150,3099999999999","1732,670000000000000",0,0,0,0,0,0
2016.0,SP,Metálicos,Ferro,t,t,Fe,t,t,t,"383508,83000000002","287631,620000000000000","112707,23","1769898,6599999999",0,0,0,0
2016.0,SP,Não-Metálicos,Areia,t,-,,t,t,t,"10248817,410000002",",000000000000000","10563028,680000003","252339057,55000007",0,0,0,0
2016.0,SP,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"4503812,8499999987",",000000000000000","4108974,9499999997","209690577,93999997",0,0,"459721,57000000001","11704148,92"
2016.0,SP,Não-Metálicos,Argilas,t,-,,t,t,t,"1275186,7500000005",",000000000000000","911079,52000000002","35792300,330000006",0,0,"351376,69","5455144,3200000003"
2016.0,SP,Não-Metálicos,Calcário,t,-,,t,t,t,9672841,",000000000000000","3460819,21","158856813,62",0,0,"5991982,3099999996","142142839,81999999"
2016.0,SP,Não-Metálicos,Caulim,t,-,,t,t,t,"68489,919999999998",",000000000000000","68368,699999999997","26244298,039999999",0,0,"121,22",242417
2016.0,SP,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"846090,70999999996",",000000000000000","575385,21999999997","23489018,289999999",0,0,"270705,48999999999","2321109,1000000001"
2016.0,SP,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"1188,99",",000000000000000","1188,99","454591,82000000001",0,0,0,0
2016.0,SP,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"3829357,8199999998","1769799,860000000000000","998973,25","45112112,799999997","518099,84000000003","220950171,78","235540,59","7516112,9299999997"
2016.0,SP,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"58795107,670000009",",000000000000000","54223891,890000023","1427686773,819999","281227,75","1893097,73","861027,03000000003","23920205,77"
2016.0,SP,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,1550,",000000000000000","628,50999999999999","1391278,5",0,0,0,0
2016.0,SP,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"657078,22999999998",",000000000000000","625240,96999999997","40477180,880000003",0,0,"1185,8599999999999","74538,259999999995"
2016.0,TO,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"30,644740000000002","30,644740000000000","25,964740000000003","3803108,04",0,0,0,0
2016.0,TO,Não-Metálicos,Areia,t,-,,t,t,t,"15128,129999999999",",000000000000000","15128,129999999999","393330,92999999999",0,0,0,0
2016.0,TO,Não-Metálicos,Argilas,t,-,,t,t,t,"2145,1900000000001",",000000000000000","2145,1900000000001","717067,42999999993",0,0,0,0
2016.0,TO,Não-Metálicos,Calcário,t,-,,t,t,t,"2792023,8637999999",",000000000000000","2049228,433","98987378,319199994",0,0,"735857,41000000003","15614107,779999999"
2016.0,TO,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"217671,23000000001",",000000000000000","217671,23000000001","6824596,1200000001",0,0,0,0
2016.0,TO,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"4041,6300000000001","181,870000000000000","4041,6300000000001","344456,60999999999",0,0,0,0
2016.0,TO,Não-Metálicos,Minerais Industriais (Outros),t,-,,t,t,t,"10,18",",000000000000000","5,0199999999999996",1175850,0,0,0,0
2016.0,TO,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"562416,1862",",000000000000000","519396,70699999999","18198495,580800001",0,0,0,0
2017.0,AL,Não-Metálicos,Calcário,t,-,,t,t,t,217398,",000000000000000","93298,009999999995","9090907,9499999993",0,0,130311,"1032690,05"
